DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,WV,133,19812.47368,8412.872181,7473.142857
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,KS,140,49159.35,9370.028571,7359.271429
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,AR,143,30097.31469,9119.314685,7797.391608
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MS,146,37509.36301,9348.712329,8261.945206
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,OK,149,55220.51678,9771.805369,8539.90604
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,CO,175,57901.06857,11891.46857,8135.542857
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,LA,179,38085.31285,9872.407821,7669.743017
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,IA,187,30260.8984,9602.850267,8678.898396
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,SC,203,40091.3399,9525.91133,7657.527094
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,OR,204,45410.58333,12723.64706,10375.81863
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,IN,220,44642.69091,9070.981818,8054.7
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,AZ,229,41860.99563,10824.19214,8811.432314
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,WI,235,41872.73617,10109.84255,8067.068085
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,TN,239,46902.65272,9533.610879,8135.995816
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,KY,255,35143.21177,9497.901961,8414.780392
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,GA,267,39948.70787,11205.8839,8152.179775
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,CT,273,40141.26374,12583.98535,10092.52381
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MD,314,18913.93949,17585.1465,15451.24522
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MO,344,42832.69186,9671.543605,8634.270349
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,OH,352,40877.86648,10868.81534,8162.605114
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,VA,392,40458.7398,10799.12245,7910.507653
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MI,397,31209.95718,10499.56675,8646.962217
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MA,437,37254.39588,13477.9405,11546.11442
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,WA,489,50126.39877,11933.52761,9126.94683
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NC,515,35538.40194,11408.47573,9059.667961
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NJ,547,54699.69836,11320.97075,10095.88665
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MN,580,33309.98276,12001.98621,9481.575862
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,FL,660,58241.58636,9732.795455,7867.69697
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,PA,678,59759.26549,12867.43805,9627.349558
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,IL,728,39186.63324,11363.88874,8954.31044
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NY,731,52620.51436,13888.97674,11877.93297
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,TX,877,59078.76739,10174.89168,8075.497149
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,CA,1366,84748.9019,15622.04539,13194.10615
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,MO,11,39577.63636,10701.09091,10461.81818
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,WA,11,43560.90909,7725.636364,6884.727273
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,GA,12,30981.25,7049.5,6271.166667
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,FL,16,28421.125,7361.625,6420.1875
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,NY,16,47968.25,11341.375,7894.875
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,NJ,18,42308.44444,7211.777778,6747.944444
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,PA,20,30240.35,8702.75,7246.5
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,MI,22,14063.72727,7896.590909,6191.681818
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,CA,27,47759.44444,10942.81482,7772.222222
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,IL,28,24756.60714,9422.714286,5366.642857
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,TX,28,33030.64286,6609.5,5664.785714
RADIOTHERAPY,MO,11,65222.09091,15138.90909,14423.54546
RADIOTHERAPY,PA,13,86337.53846,15629.84615,12574.07692
RADIOTHERAPY,VA,13,49192.30769,10888.23077,9811.538462
RADIOTHERAPY,AZ,18,69017.38889,14688.66667,13438.22222
RADIOTHERAPY,TX,22,93010,13832.18182,11570.59091
RADIOTHERAPY,FL,24,44114.875,12264.04167,10798.83333
RADIOTHERAPY,CA,31,76962.3871,19111.22581,16507.87097
RADIOTHERAPY,NY,50,129971.48,24182.4,20697.8
RADIOTHERAPY,IL,158,60623.68354,17651.42405,15656.29747
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,VT,82,103761.2439,51071,47389.98781
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WY,92,113484.8261,48409.3913,42607.73913
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AK,143,209452.2797,55490.53147,51108.17483
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,RI,201,119184.8657,40554.73134,37830.8209
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ME,278,113702.1115,42789.02518,38683.05755
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,DE,289,107121.2215,41996.3737,36754.56055
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MT,292,100413.5,36097.13699,34787.91438
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ID,300,120787.5533,36524.12333,34296.12
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,ND,305,93461.93443,36586.45902,32903.25246
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NH,313,132689.639,43540.65495,40311.15016
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,HI,336,154141.0298,59560.47619,48903.95536
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,DC,343,220664.8309,56685.73469,45780.7726
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,SD,362,136155.6188,37051.80387,34558.94751
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,UT,439,111911.3713,37375.82688,32354.51253
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NM,508,116082.1161,38567.1752,35024.67717
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NE,591,125312.7902,37076.95262,33131.22335
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IA,669,107716.7623,33904.67713,30952.04185
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WV,729,114496.0549,36586.82442,31876.18793
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OR,746,122529.6528,44610.9933,41692.46247
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,KS,866,170633.0381,34118.10277,30888.87298
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CT,900,143547.1767,46950.40222,42082.92444
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AR,910,118369.2604,29845.34615,27646.77802
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NV,939,258726.4111,37675.01704,34638.03408
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CO,992,198477.3579,39950.82863,35677.22581
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MS,1049,136297.5367,29160.05338,27286.68828
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WI,1067,124164.5614,38985.80319,35204.51359
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MN,1285,121218.4483,44341.1035,39831.91128
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,LA,1332,129429.4354,31992.12012,28414.53078
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AL,1394,158258.0122,29958.29986,27164.72382
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,SC,1420,160863.1993,34164.72606,29955.61338
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,WA,1456,159361.5659,43398.79396,38339.78022
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MA,1507,104844.8633,47007.50166,43296.04579
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OK,1518,152870.3419,33600.24177,30932.07378
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MD,1555,49997.28489,46151.54727,43728.97042
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,KY,1660,123962.2488,33853.64398,30553.1006
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,AZ,1730,171247.5197,38594.67168,35268.60058
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IN,1953,130651.8187,33783.18996,30702.66206
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MO,2134,136483.4625,34790.31865,32056.9761
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,TN,2150,136814.7247,31252.33628,27579.95395
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,GA,2329,146288.4633,35186.57063,31433.8055
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,VA,2444,134288.8719,36205.45213,30978.19599
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NC,2596,106942.9391,35044.45609,30908.89253
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NJ,2677,229927.8704,41046.28539,37401.68136
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,OH,2881,127462.4134,34906.19403,30169.35613
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,MI,3156,100302.9192,36953.36439,33826.27281
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,PA,3337,188366.9332,39279.99281,32583.83728
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,IL,3343,148613.7389,37961.31648,33323.965
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NY,4487,181407.0651,51270.21819,45342.42077
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,FL,5734,210873.0992,33518.88054,30141.88978
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,TX,6300,184216.8991,34052.83921,30127.76397
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,CA,8209,282178.9591,50643.68461,46434.24936
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WY,15,65708.93333,24233.93333,17387.53333
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,VT,33,47584.18182,20260,18838.87879
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AK,36,97353.30556,26347.16667,24539.19444
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,DE,41,60715.53659,18618.04878,15107.07317
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,RI,50,56152.9,18890.8,16229.36
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,DC,52,109901.6731,23926.59615,18579.19231
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ND,55,42760.83636,16039.29091,13822.38182
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ID,61,54937.67213,14878.13115,13819.78689
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MT,71,51302.08451,16556.94366,15068.57747
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,ME,75,48971,16545.86667,15072.66667
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,SD,84,76296.9881,17557.07143,15510.60714
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,HI,86,69446.81395,36234.33721,19763.47674
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NH,95,60152.49474,17523.22105,14917.70526
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,UT,119,49206.97479,16376.21849,13264.08403
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NE,141,61571.71631,16970.63121,13778.78723
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NM,144,56731.77778,17846.82639,14093.89583
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IA,171,51032.02924,15068.36842,13239.91228
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NV,177,122849.3277,17420.66667,15313.16384
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AR,179,50609.63129,13324.85475,11307.18436
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OR,195,56157.12308,19436.72821,16661.59487
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WV,197,53416.58376,16210.36041,13205.99492
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,KS,232,68629.25431,16094.55172,13378.23707
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MS,240,71413.8375,14192.89583,12628.55
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CT,259,57481.65251,19645.50193,16971.12355
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WI,270,66112.03704,17493.56667,15082.74444
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CO,276,82861.83333,16400.74275,14038.77899
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,SC,308,87896.19481,15965.57143,12922.33442
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OK,325,60596.78769,14858.64615,12814.58769
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MA,326,43154.48466,20228.57669,17885.9908
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AL,339,72989.96755,13459.84366,11522.78466
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,LA,339,62122.75221,14820.62832,12429.89086
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MN,375,51189.41867,17771.23733,15498.80533
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,KY,376,56672.55319,15149.96277,12755.88564
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,WA,406,76744.21429,19040.24631,16153.70936
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MO,420,63042.35,15091.25,13042.79286
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MD,425,26079.69647,24132.08235,22322.60235
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IN,435,66369.26897,15449.65287,13135.01379
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,AZ,458,80709.97817,17843.58734,14880.29258
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,GA,468,65080.50641,15261.08547,13005.5641
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,TN,479,69395.83925,14889.15658,12171.84969
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NJ,559,120652.6547,19155.22719,16409.82827
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,OH,565,62424.02301,16281.72743,13228.96106
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,VA,601,68042.14143,15895.3594,12646.28453
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NC,643,51908.19751,15811.48212,13221.02644
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,MI,686,47955.20262,16942.86443,14458.05394
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,IL,735,75991.29524,17208.34422,14243.39184
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,PA,851,84929.78496,17483.76851,14057.54642
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,NY,953,84547.64113,22090.72823,18958.80902
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,FL,1191,113951.0613,15615.5508,13005.58774
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,TX,1420,93497.96197,15674.49648,13162.73028
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,CA,1744,124572.4467,21795.84633,18963.22821
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,MI,11,27485.72727,11522.81818,9889.181818
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,TN,12,61251.08333,10024.5,8701
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,VA,14,57633.35714,11443.07143,7734.928571
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,FL,17,97014.70588,12664.94118,7951.588235
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,IL,18,44284.83333,15435.27778,8584
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,NY,18,49292.66667,14249.83333,12868.72222
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,PA,21,61094.90476,12363.61905,9731.428571
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,TX,24,62509.875,10989.95833,7920.25
INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,CA,25,86694.4,12879,11503.24
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,HI,12,95039.83333,37667.75,32633.08333
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,VT,18,133690.1667,49266.38889,45345.27778
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MT,22,73053.5,30100.36364,29506
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,SD,32,132827.8438,36211.5,35105.875
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,DE,33,93078.39394,38655.21212,34549.45455
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ID,34,88695.76471,30296.05882,24611.91177
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NH,37,105971.9189,39637.2973,37958.35135
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ME,40,88478.575,35757.1,33106.7
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,UT,40,94496.8,38691.125,32448.325
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,RI,42,91129.35714,37311.19048,35073.66667
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,ND,44,73519.81818,31868.27273,29166.59091
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NM,45,126222.0444,40227.24444,35804.57778
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,DC,46,192569.0217,51717.43478,41207.28261
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NE,52,107815.25,36586.59615,32042.53846
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WV,63,83911.60318,31562.74603,27451.49206
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IA,68,92996.33824,30581.16177,28917.94118
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MS,68,135572.1029,29754.55882,27416.98529
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AR,76,98432.43421,26885.5,25689.78947
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NV,77,194967.1818,34150.76623,30519.68831
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OR,78,92321.21795,38508.03846,36067.48718
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CT,113,94019.55752,35993.24779,33901.53097
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WI,113,111788.115,35879.19469,32353.99115
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,KS,120,143885.8583,30082.575,28261.73333
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,SC,130,142170.4615,32233.02308,28547.43077
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CO,132,189717.7955,36375.01515,33329.34849
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AL,141,131663.9078,26713.71631,23430.39007
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OK,146,154689.1507,35290.30822,31403.44521
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,WA,149,131595.2215,46818.69799,32206.67785
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,KY,153,97173.10458,30388.03268,26931.45098
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MD,170,48855.65882,45098.09412,43059.87647
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,LA,171,120466.4386,28402.94152,25570.05848
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IN,182,109594.7143,30786.78571,29293.3022
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MA,182,83900.20879,40476.17033,37560.94506
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MO,201,109037.995,29129.86567,27320.82587
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,TN,203,107966.1675,28578.07882,25445.96059
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MN,206,102686.1068,42310.52913,37480.57282
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,AZ,213,141442.6103,35639.53052,31034.96244
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,VA,218,103178.4312,34620.8945,27344.68807
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,GA,220,109597.9546,33299.08182,27354.86364
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NJ,221,202737.5611,37974.66516,33897.79186
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NC,250,105483.24,35143.168,30159.712
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,OH,290,111106.1069,33691.96897,27209.7
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,MI,311,89028.4373,33976.24116,31031.65916
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,IL,318,123281.4465,32915.03459,29592.42453
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,NY,379,165975.7757,45172.68338,39668.87335
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,PA,405,180565.0272,36491.51358,30197.40741
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,FL,605,186495.205,31457.87769,27364.32893
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,TX,622,150138.7605,30712.1447,26797.16399
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,CA,664,247319.3464,49532.26657,43501.53163
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,HI,12,61550.08333,22307.41667,18669.41667
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,AK,16,69795.3125,20458.9375,19524.5625
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,VT,17,66354.47059,25061.11765,20368.70588
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,WY,17,39463.52941,21915.41177,13106.64706
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,RI,28,44499.92857,18617.85714,16260.21429
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,MT,29,34415,13404.65517,12615.86207
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,NM,38,55566.5,17366.39474,15520.60526
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,NH,39,48424.38462,17768.69231,16241.25641
POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,SD,40,46718.3,14378.675,12438.425
